Year of Birth,Child's First Name,Count
2019,Skyla,10
2019,Sherlyn,10
2019,Lyanna,10
2019,Litzy,10
2019,Mackenzie,10
2019,Milani,10
2019,Laia,10
2019,Scarlet,10
2019,Nina,10
2019,Gia,10
2019,Crystal,10
2019,Harley,10
2019,Adele,10
2019,Keily,10
2019,Kali,10
2019,Julianna,10
2019,Cataleya,10
2019,Chaya,209
2019,Leah,207
2019,Esther,202
2019,Olivia,200
2019,Miriam,193
2019,Emma,186
2019,Rachel,171
2019,Sarah,168
2019,Charlotte,158
2019,Sophia,154
2019,Sara,138
2019,Rivka,138
2019,Mia,134
2019,Chana,124
2019,Ella,118
2019,Sofia,116
2019,Emily,108
2019,Ava,107
2019,Gitty,99
2019,Maya,96
2019,Lily,95
2019,Amelia,93
2019,Zoe,93
2019,Sophie,89
2019,Penelope,89
2019,Isabella,86
2019,Faigy,86
2019,Victoria,80
2019,Mila,79
2019,Malky,77
2019,Alexandra,74
2019,Emilia,73
2019,Elizabeth,73
2019,Rivky,72
2019,Abigail,72
2019,Eleanor,70
2019,Hannah,69
2019,Baila,69
2019,Grace,66
2019,Avery,65
2019,Chloe,64
2019,Nora,63
2019,Julia,63
2019,Anna,61
2019,Layla,60
2019,Eva,60
2019,Malka,60
2019,Evelyn,59
2019,Aria,58
2019,Eliana,58
2019,Stella,58
2019,Madison,58
2019,Ruby,57
2019,Violet,56
2019,Rose,55
2019,Gabriella,54
2019,Lucy,54
2019,Josephine,54
2019,Raizy,53
2019,Isla,53
2019,Sienna,53
2019,Scarlett,53
2019,Riley,51
2019,Dina,51
2019,Noa,50
2019,Harper,49
2019,Valentina,48
2019,Naomi,48
2019,Hindy,47
2019,Devorah,47
2019,Margot,47
2019,Lillian,45
2019,Chany,45
2019,Shaindy,45
2019,Sadie,45
2019,Clara,45
2019,Luna,44
2019,Juliette,44
2019,Toby,43
2019,Vivian,43
2019,Chava,42
2019,Esty,42
2019,Natalie,41
2019,Rebecca,41
2019,Maria,40
2019,Libby,40
2019,Isabel,40
2019,Sury,40
2019,Talia,39
2019,Ariana,39
2019,Alice,39
2019,Claire,37
2019,Molly,37
2019,Yitty,36
2019,Hazel,35
2019,Caroline,35
2019,Margaret,35
2019,Sloane,35
2019,Eloise,35
2019,Isabelle,34
2019,Madeline,34
2019,Yides,34
2019,Ariella,34
2019,Nina,33
2019,Quinn,33
2019,Beatrice,32
2019,Bella,32
2019,Vera,31
2019,Ellie,30
2019,Liliana,30
2019,Lila,30
2019,Fraidy,30
2019,Audrey,30
2019,Amina,30
2019,Adele,30
2019,Lyla,30
2019,Lucia,30
2019,Francesca,29
2019,Aurora,29
2019,Alessia,29
2019,Gianna,29
2019,Maeve,29
2019,Kayla,29
2019,Goldy,28
2019,Jane,28
2019,Pearl,28
2019,Ada,28
2019,Ayla,28
2019,Fiona,28
2019,Cecilia,27
2019,Henny,27
2019,Ruchy,27
2019,Madeleine,26
2019,Nechama,26
2019,Hailey,26
2019,Celine,25
2019,Frances,25
2019,Liv,25
2019,Skylar,25
2019,Lina,24
2019,Sabrina,24
2019,Mindy,24
2019,Juliana,24
2019,Bruchy,24
2019,Angelina,24
2019,Gemma,24
2019,Nicole,24
2019,Catherine,24
2019,Adeline,23
2019,Bracha,23
2019,Elle,23
2019,Juliet,23
2019,June,23
2019,Sasha,23
2019,Annabelle,23
2019,Eliza,23
2019,Olive,22
2019,Arianna,22
2019,Parker,22
2019,Alessandra,22
2019,Chavy,22
2019,Lea,22
2019,Samantha,22
2019,Mariam,22
2019,Yehudis,22
2019,Yael,22
2019,Siena,22
2019,Faiga,21
2019,Yocheved,21
2019,Dylan,21
2019,Breindy,21
2019,Pessy,21
2019,Vivienne,21
2019,Blima,21
2019,Alma,21
2019,Zissy,21
2019,Aisha,21
2019,Adina,21
2019,Layan,21
2019,Etty,21
2019,Rochel,20
2019,Poppy,20
2019,Anastasia,20
2019,Diana,20
2019,Serena,20
2019,Elisheva,20
2019,Shoshana,20
2019,Hinda,20
2019,Simone,20
2019,Zoey,20
2019,Iris,20
2019,Sydney,20
2019,Kaia,20
2019,Laila,20
2019,Adriana,20
2019,Maryam,20
2019,Eve,19
2019,Ahuva,19
2019,Adelaide,19
2019,Blimy,19
2019,Elena,19
2019,Frimet,19
2019,Imona,19
2019,Lana,19
2019,Leila,19
2019,Lena,19
2019,Liba,19
2019,Mackenzie,19
2019,Reese,19
2019,Veronica,19
2019,Raizel,18
2019,Addison,18
2019,Colette,18
2019,Devora,18
2019,Eden,18
2019,Edith,18
2019,Georgia,18
2019,Hadassah,18
2019,Lia,18
2019,Liana,18
2019,Louise,18
2019,Summer,17
2019,Willa,17
2019,Savannah,17
2019,Batsheva,17
2019,Blake,17
2019,Emmy,17
2019,Jenna,17
2019,Katherine,17
2019,Phoebe,17
2019,Madelyn,17
2019,Perel,17
2019,Mary,17
2019,Paige,17
2019,Esme,16
2019,Frady,16
2019,Cora,16
2019,Genevieve,16
2019,Gittel,16
2019,Jana,16
2019,Lilah,16
2019,Michelle,16
2019,Piper,16
2019,Ruth,16
2019,Shaindel,16
2019,Roizy,15
2019,Mira,15
2019,Luciana,15
2019,Lilly,15
2019,Lara,15
2019,Keira,15
2019,Ivy,15
2019,Hanna,15
2019,Frida,15
2019,Everly,15
2019,Elise,15
2019,Aviva,15
2019,Ana,15
2019,Amira,15
2019,Amelie,15
2019,Sima,15
2019,Remi,15
2019,Willow,14
2019,Idy,14
2019,Louisa,14
2019,Laura,14
2019,Camilla,14
2019,Malika,14
2019,Aliza,14
2019,Lola,14
2019,Autumn,14
2019,Charlie,14
2019,Arya,14
2019,Matilda,14
2019,Nova,14
2019,Emerson,14
2019,Rosa,14
2019,Shevy,14
2019,Suri,14
2019,Giuliana,14
2019,Julianna,14
2019,Zelda,13
2019,Tziporah,13
2019,Sylvie,13
2019,Romy,13
2019,Remy,13
2019,Nadia,13
2019,Morgan,13
2019,Kamila,13
2019,Jessica,13
2019,Jade,13
2019,Iymona,13
2019,Evie,13
2019,Elliott,13
2019,Vienna,13
2019,Alina,13
2019,Alyssa,13
2019,Annabel,13
2019,Daniella,13
2019,Daphne,13
2019,Nava,12
2019,Yasmina,12
2019,Tzippy,12
2019,Thea,12
2019,Sylvia,12
2019,Shaina,12
2019,Perry,12
2019,Allison,12
2019,Athena,12
2019,Aurelia,12
2019,Ayala,12
2019,Bianca,12
2019,Bina,12
2019,Brooke,12
2019,Dana,12
2019,Muslima,12
2019,Malak,12
2019,Jasmine,12
2019,Golda,12
2019,Georgina,12
2019,Gabrielle,12
2019,Gabriela,12
2019,Fradel,12
2019,Estelle,12
2019,Emery,12
2019,Devoiry,12
2019,Hendy,11
2019,Reem,11
2019,Helena,11
2019,Anya,11
2019,Zara,11
2019,Aubrey,11
2019,Peyton,11
2019,Noor,11
2019,Aya,11
2019,Brielle,11
2019,Camila,11
2019,Millie,11
2019,Milana,11
2019,Celia,11
2019,Michal,11
2019,Melissa,11
2019,Samira,11
2019,Ruchel,11
2019,Dalia,11
2019,Shifra,11
2019,Meira,11
2019,Lucille,11
2019,Shira,11
2019,Tzipora,11
2019,Livia,11
2019,Dua,11
2019,Leia,11
2019,Rosie,11
2019,Ester,11
2019,Jacqueline,11
2019,Goldie,11
2019,Ines,11
2019,Winnie,11
2019,Devory,10
2019,Juniper,10
2019,Kira,10
2019,Lielle,10
2019,Lydia,10
2019,Tessa,10
2019,Aliya,10
2019,Amara,10
2019,Astrid,10
2019,Giovanna,10
2019,Blair,10
2019,Brianna,10
2019,Brooklyn,10
2019,Camille,10
2019,Frieda,10
2019,Celeste,10
2019,Dahlia,10
2019,Fatima,10
2019,Miri,10
2019,Natalia,10
2019,Noelle,10
2019,Reizy,10
2019,Riva,10
2019,Serafina,10
2019,Ethan,154
2019,Lucas,153
2019,Aiden,147
2019,Muhammad,143
2019,Jayden,118
2019,Ryan,110
2019,Jasper,107
2019,Liam,80
2019,Daniel,73
2019,Noah,69
2019,Mason,65
2019,Leo,58
2019,William,58
2019,Ayaan,57
2019,Evan,56
2019,Nathan,55
2019,Alexander,53
2019,Jason,52
2019,Oliver,51
2019,Henry,48
2019,Mohammad,47
2019,Austin,46
2019,Kyle,46
2019,Aaron,45
2019,Arham,42
2019,Dylan,42
2019,Justin,41
2019,Eric,41
2019,Matthew,40
2019,Ibrahim,39
2019,Andrew,39
2019,Adam,38
2019,Abdullah,38
2019,James,37
2019,Ian,37
2019,Tenzin,36
2019,Benjamin,36
2019,Logan,35
2019,Owen,33
2019,Theodore,32
2019,Jacob,31
2019,Kai,30
2019,Ayden,30
2019,Kevin,30
2019,Jonathan,29
2019,Zayn,27
2019,Rayan,27
2019,Nicholas,27
2019,George,27
2019,Jeremy,27
2019,Zayan,27
2019,Caleb,26
2019,Max,26
2019,Vincent,25
2019,Leon,25
2019,Alex,24
2019,Alvin,24
2019,Adrian,24
2019,Marcus,23
2019,Jackson,23
2019,Andy,23
2019,Luke,22
2019,Joseph,22
2019,Ali,22
2019,Yusuf,22
2019,Mohammed,22
2019,Julian,22
2019,Kayden,21
2019,Joshua,21
2019,Jack,21
2019,Eason,21
2019,Christopher,21
2019,Ivan,20
2019,Tyler,20
2019,Anthony,20
2019,Brian,20
2019,Hunter,20
2019,Brandon,19
2019,Hudson,19
2019,Winston,19
2019,Charles,18
2019,Alan,18
2019,Samuel,18
2019,Nathaniel,18
2019,Luca,18
2019,Jaden,18
2019,Gavin,18
2019,Aryan,18
2019,Eden,18
2019,Zachary,18
2019,Michael,17
2019,Isaac,17
2019,Elijah,17
2019,Wesley,17
2019,Arthur,16
2019,David,16
2019,Md,16
2019,Musa,16
2019,Ayan,15
2019,Shayan,15
2019,Gabriel,15
2019,Darren,15
2019,Cody,15
2019,Allen,15
2019,Abrar,15
2019,Bryan,14
2019,Zain,14
2019,Maxwell,14
2019,Kingsley,14
2019,Jeffrey,14
2019,Hamza,14
2019,Grayson,14
2019,Derek,14
2019,Asher,14
2019,Arjun,14
2019,Aidan,14
2019,Aayan,14
2019,Ahmed,14
2019,Steven,14
2019,Syed,14
2019,Xavier,14
2019,Oscar,14
2019,Nolan,14
2019,Neil,14
2019,Louis,13
2019,Levi,13
2019,Miles,13
2019,Connor,13
2019,Anson,13
2019,John,13
2019,Theo,13
2019,Alston,12
2019,Vihaan,12
2019,Tristan,12
2019,Sean,12
2019,Preston,12
2019,Omar,12
2019,Farhan,12
2019,Kabir,12
2019,Enzo,12
2019,Aarav,12
2019,Felix,12
2019,Albert,12
2019,Safwan,11
2019,Elias,11
2019,Rayyan,11
2019,Landon,11
2019,Jimmy,11
2019,Anderson,11
2019,Ashton,11
2019,Christian,11
2019,Thomas,11
2019,Jake,11
2019,Saifan,11
2019,Ryder,10
2019,Rohaan,10
2019,Raymond,10
2019,Patrick,10
2019,Kenneth,10
2019,Kaleb,10
2019,Jordan,10
2019,Ishaan,10
2019,Hugo,10
2019,Hayden,10
2019,Elliot,10
2019,Edison,10
2019,Chris,10
2019,Bodhi,10
2019,Amir,10
2019,Ahnaf,10
2019,Ahmad,10
2019,Ahad,10
2019,Aahil,10
2019,Travis,10
2019,Sebastian,10
2019,Noah,135
2019,Amir,101
2019,Liam,97
2019,Mason,84
2019,Elijah,82
2019,King,73
2019,Josiah,72
2019,Aiden,71
2019,Jayden,69
2019,Ethan,69
2019,Carter,61
2019,Zion,60
2019,Jeremiah,59
2019,Amari,56
2019,Messiah,54
2019,Legend,53
2019,Kyrie,53
2019,Kayden,53
2019,Joshua,53
2019,Kairo,52
2019,Michael,51
2019,Bryson,47
2019,Ryan,47
2019,Mohamed,46
2019,Christian,45
2019,Daniel,44
2019,Logan,42
2019,Cairo,42
2019,Karter,40
2019,Kaiden,40
2019,Adonis,40
2019,Cameron,39
2019,David,39
2019,Chase,38
2019,Nasir,38
2019,Ibrahim,36
2019,Isaiah,36
2019,Jace,34
2019,Aaron,34
2019,Jayce,34
2019,Samuel,33
2019,Ayden,32
2019,Caleb,31
2019,Hunter,31
2019,Tyler,31
2019,Ashton,31
2019,Emmanuel,30
2019,Anthony,29
2019,Jacob,29
2019,Jonathan,28
2019,Malachi,27
2019,Xavier,27
2019,Alexander,27
2019,Jordan,27
2019,Nicholas,27
2019,Kenzo,26
2019,Dylan,26
2019,Christopher,26
2019,Gabriel,26
2019,Prince,26
2019,Micah,26
2019,Elias,26
2019,Jaxon,25
2019,Matthew,24
2019,Kai,24
2019,Sebastian,24
2019,Levi,23
2019,Justin,22
2019,Mamadou,21
2019,Jaden,21
2019,Jason,21
2019,Avery,20
2019,Austin,20
2019,Zaire,20
2019,Kaleb,20
2019,Ezra,19
2019,Nathaniel,19
2019,William,19
2019,Nathan,19
2019,Muhammad,19
2019,Nolan,18
2019,Myles,18
2019,Isaac,18
2019,Eli,18
2019,Benjamin,18
2019,Asher,18
2019,Israel,17
2019,Malik,17
2019,Royal,17
2019,Kamari,17
2019,Joel,17
2019,Justice,17
2019,Chance,17
2019,Tristan,17
2019,Adrian,17
2019,Bryce,17
2019,Andrew,17
2019,Ezekiel,16
2019,John,16
2019,Jonah,16
2019,Kevin,16
2019,Roman,16
2019,Shiloh,16
2019,Sincere,16
2019,Yusuf,16
2019,James,16
2019,Abdoulaye,15
2019,Caiden,15
2019,Jaxson,15
2019,Lucas,15
2019,Omar,15
2019,Omari,15
2019,Jesse,14
2019,Joseph,14
2019,Khalil,14
2019,Mekhi,14
2019,Miles,14
2019,Jasiah,14
2019,Preston,14
2019,Royce,14
2019,Saint,14
2019,Cayden,14
2019,Ace,14
2019,Thierno,14
2019,Alex,13
2019,Oumar,13
2019,Makai,13
2019,Major,13
2019,Kyle,13
2019,Jayceon,13
2019,Hassan,13
2019,Adam,13
2019,Zane,12
2019,Alpha,12
2019,Amadou,12
2019,Brandon,12
2019,Grayson,12
2019,Ibrahima,12
2019,Jackson,12
2019,Jaiden,12
2019,Julian,12
2019,Landon,12
2019,Quincy,12
2019,Zachary,12
2019,Zyaire,12
2019,Raphael,11
2019,Orion,11
2019,Moussa,11
2019,Mouhamed,11
2019,Mohammed,11
2019,Bryan,11
2019,Kyro,11
2019,Richard,11
2019,Boubacar,11
2019,Thomas,11
2019,Evan,10
2019,Ismael,10
2019,Hayden,10
2019,Leon,10
2019,Eric,10
2019,Dallas,10
2019,Kaden,10
2019,Jaylen,10
2019,Caden,10
2019,Andre,10
2019,Ahmed,10
2019,Jamir,10
2019,Ermias,10
2019,Liam,423
2019,Noah,262
2019,Matthew,242
2019,Sebastian,215
2019,Dylan,212
2019,Jacob,209
2019,Ethan,195
2019,Lucas,176
2019,Jayden,172
2019,Mateo,147
2019,Aiden,138
2019,Mason,129
2019,Daniel,128
2019,Angel,117
2019,Logan,116
2019,Michael,114
2019,Alexander,114
2019,Gael,112
2019,Isaac,110
2019,David,105
2019,Ian,102
2019,Oliver,99
2019,Aaron,99
2019,Gabriel,97
2019,Joshua,94
2019,Adrian,93
2019,Elias,93
2019,Elijah,87
2019,Thiago,87
2019,Ryan,83
2019,Josiah,81
2019,Samuel,80
2019,Axel,79
2019,Joseph,78
2019,Julian,76
2019,Anthony,76
2019,Luis,75
2019,Jeremiah,74
2019,Nicholas,73
2019,Christopher,71
2019,Christian,70
2019,Jonathan,67
2019,Benjamin,66
2019,James,66
2019,Ayden,64
2019,Jeremy,62
2019,Kayden,60
2019,Leonardo,58
2019,Nicolas,57
2019,Santiago,55
2019,Jason,55
2019,Nathan,55
2019,Justin,54
2019,Josue,52
2019,Emmanuel,51
2019,Matias,51
2019,Diego,50
2019,Andrew,49
2019,Carlos,48
2019,Steven,48
2019,Leo,48
2019,Jose,48
2019,Kevin,48
2019,Juan,48
2019,Isaiah,48
2019,Damian,47
2019,Evan,46
2019,Austin,46
2019,Caleb,46
2019,Elian,46
2019,John,44
2019,Xavier,44
2019,Matteo,43
2019,Alan,41
2019,Greyson,41
2019,Grayson,41
2019,Jace,41
2019,Adriel,41
2019,Alejandro,40
2019,Erick,40
2019,Jayce,37
2019,William,37
2019,Jesus,37
2019,Alex,36
2019,Amir,36
2019,Lorenzo,35
2019,Eli,35
2019,Jordan,33
2019,Luca,33
2019,Jadiel,33
2019,Miguel,32
2019,Emilio,31
2019,Andres,31
2019,Nathaniel,31
2019,Jaxon,30
2019,Ivan,30
2019,Zion,29
2019,Abdiel,29
2019,Joel,29
2019,Brandon,29
2019,Jake,28
2019,Asher,28
2019,Dariel,27
2019,Robert,27
2019,Javier,27
2019,Enzo,27
2019,Kaiden,27
2019,Miles,27
2019,Adonis,26
2019,Ismael,26
2019,Hunter,26
2019,Jaxson,26
2019,Adam,26
2019,Lukas,26
2019,Dominic,26
2019,Victor,25
2019,Noel,25
2019,Edward,25
2019,Henry,25
2019,Israel,24
2019,Messiah,24
2019,Bryson,24
2019,Milan,24
2019,Iker,24
2019,Abraham,23
2019,Kenneth,23
2019,Ezra,23
2019,Emiliano,22
2019,Avery,22
2019,Cristian,22
2019,Derek,22
2019,Ezekiel,22
2019,Jack,22
2019,Kaleb,22
2019,Rafael,22
2019,Bryan,21
2019,Jonah,21
2019,Isaias,21
2019,King,21
2019,Eliel,21
2019,Chase,20
2019,Prince,20
2019,Manuel,20
2019,Levi,20
2019,Jorge,20
2019,Hector,20
2019,Francisco,20
2019,Dante,20
2019,Theodore,19
2019,Roman,19
2019,Nolan,19
2019,Legend,19
2019,Landon,19
2019,Owen,19
2019,Max,19
2019,Cesar,19
2019,Wesley,19
2019,Tyler,19
2019,Mathias,19
2019,Brian,19
2019,Thomas,19
2019,Alexis,19
2019,Leon,18
2019,Giovanni,18
2019,Carter,18
2019,Julius,18
2019,Edwin,18
2019,Ashton,18
2019,Ariel,18
2019,Uriel,17
2019,Johan,17
2019,Jayson,17
2019,Saul,17
2019,Milo,17
2019,Ean,17
2019,Maximus,16
2019,Yadiel,16
2019,Pablo,16
2019,Moises,16
2019,Maximiliano,16
2019,Kai,16
2019,Antonio,16
2019,Cameron,16
2019,Chris,16
2019,Eliam,16
2019,Ezequiel,16
2019,Jared,16
2019,Jonas,16
2019,Tristan,15
2019,Abel,15
2019,Oscar,15
2019,Zachary,15
2019,Bryce,15
2019,Kelvin,15
2019,George,15
2019,Jackson,15
2019,Angelo,15
2019,Emanuel,15
2019,Eduardo,14
2019,August,14
2019,Jariel,14
2019,Aidan,14
2019,Joaquin,14
2019,Martin,14
2019,Jaycob,14
2019,Jay,14
2019,Andy,14
2019,Eric,14
2019,Cairo,14
2019,Luke,14
2019,Amari,13
2019,Valentino,13
2019,Jaden,13
2019,Zayden,13
2019,Leonel,13
2019,Ricardo,13
2019,Peter,13
2019,Pedro,13
2019,Kendrick,12
2019,Kairo,12
2019,Ermias,12
2019,Jaiden,12
2019,Zaid,12
2019,Alonso,12
2019,Leandro,12
2019,Kyrie,12
2019,Samir,12
2019,Gavin,12
2019,Fernando,12
2019,Maison,11
2019,Valentin,11
2019,Roberto,11
2019,Richard,11
2019,Raymond,11
2019,Randy,11
2019,Micah,11
2019,Marcos,11
2019,Marco,11
2019,Jefferson,11
2019,Jaziel,11
2019,Charles,11
2019,Jael,11
2019,Bradley,11
2019,Ace,11
2019,Alessandro,11
2019,Gianni,11
2019,Felipe,11
2019,Elliot,11
2019,Kenny,10
2019,Johnny,10
2019,Yariel,10
2019,Xander,10
2019,Byron,10
2019,Karter,10
2019,Edgar,10
2019,Wilson,10
2019,Damien,10
2019,Sean,10
2019,Jaylen,10
2019,Felix,10
2019,Myles,10
2019,Adiel,10
2019,Omar,10
2019,Allan,10
2019,David,252
2019,Joseph,233
2019,Michael,233
2019,Moshe,232
2019,Jacob,213
2019,James,208
2019,Jack,204
2019,Noah,189
2019,Benjamin,182
2019,Henry,175
2019,Daniel,174
2019,Alexander,168
2019,Leo,168
2019,Theodore,156
2019,Charles,148
2019,Oliver,146
2019,Samuel,145
2019,John,144
2019,Liam,143
2019,Abraham,141
2019,Chaim,138
2019,Adam,134
2019,William,133
2019,Isaac,132
2019,Mordechai,117
2019,Ethan,113
2019,Luca,111
2019,Yosef,109
2019,Lucas,109
2019,Gabriel,105
2019,Shimon,102
2019,Matthew,97
2019,Yitzchok,97
2019,Nicholas,96
2019,Miles,94
2019,Thomas,92
2019,Asher,91
2019,Eli,91
2019,Julian,90
2019,Yehuda,89
2019,Yisroel,88
2019,Dylan,88
2019,Max,83
2019,Luke,81
2019,Nathan,80
2019,Anthony,80
2019,Aron,79
2019,Menachem,79
2019,Ryan,77
2019,Owen,76
2019,Ezra,74
2019,Sebastian,74
2019,George,74
2019,Shlomo,71
2019,Robert,69
2019,Jackson,69
2019,Aiden,68
2019,Meir,67
2019,Levi,66
2019,Aaron,66
2019,Zachary,63
2019,Mason,61
2019,Shmuel,61
2019,Christopher,60
2019,Logan,60
2019,Andrew,59
2019,Tzvi,57
2019,Yakov,57
2019,Shaya,56
2019,Zev,55
2019,Avraham,52
2019,Jonathan,52
2019,Mark,51
2019,Maxwell,51
2019,Leonardo,49
2019,Solomon,48
2019,Elliot,47
2019,Dov,47
2019,Nathaniel,47
2019,Ali,47
2019,Ari,47
2019,Jonah,46
2019,Joshua,45
2019,Hudson,45
2019,Arthur,45
2019,Adrian,45
2019,Mohamed,44
2019,Shulem,43
2019,Cameron,42
2019,Theo,42
2019,Jordan,42
2019,Christian,42
2019,Yaakov,41
2019,Omar,41
2019,Oscar,40
2019,Leon,40
2019,Rafael,40
2019,Simcha,39
2019,Simon,39
2019,Dovid,39
2019,Muhammad,39
2019,Wyatt,38
2019,Harrison,38
2019,Mendel,38
2019,Yechiel,37
2019,Amir,37
2019,Lipa,37
2019,Louis,36
2019,Vincent,36
2019,Peter,36
2019,Aidan,36
2019,Matteo,35
2019,Caleb,35
2019,Sam,34
2019,Evan,34
2019,Usher,34
2019,Milo,34
2019,Eliyahu,33
2019,Elias,33
2019,Ariel,33
2019,Lorenzo,33
2019,August,32
2019,Connor,32
2019,Shia,31
2019,Judah,31
2019,Patrick,31
2019,Roman,31
2019,Aryeh,31
2019,Jude,30
2019,Edward,30
2019,Hunter,30
2019,Eliezer,29
2019,Nolan,29
2019,Ahmed,29
2019,Shmiel,29
2019,Finn,28
2019,Dean,28
2019,Cooper,28
2019,Carter,28
2019,Hershy,28
2019,Salvatore,28
2019,Felix,27
2019,Everett,27
2019,Dominic,27
2019,Akiva,27
2019,Raphael,27
2019,Naftali,27
2019,Joel,26
2019,Declan,26
2019,Gavin,26
2019,Elliott,26
2019,Victor,25
2019,Justin,25
2019,Mendy,25
2019,Mateo,25
2019,Naftuli,25
2019,Nicolas,25
2019,Yusuf,25
2019,Charlie,25
2019,Lazer,25
2019,Steven,25
2019,Giovanni,25
2019,Ben,24
2019,Austin,24
2019,Nico,24
2019,Parker,24
2019,Jake,24
2019,Shloimy,24
2019,Ibrahim,24
2019,Jason,23
2019,Yehoshua,23
2019,Yoel,23
2019,Alex,23
2019,Avrohom,23
2019,Albert,23
2019,Benzion,23
2019,Brody,23
2019,Greyson,23
2019,Wesley,22
2019,Colin,22
2019,Hersh,22
2019,Cole,22
2019,Arlo,21
2019,Shlome,21
2019,Rowan,21
2019,Ronan,21
2019,Luka,21
2019,Lev,21
2019,Jasper,21
2019,Hershel,21
2019,Harry,21
2019,Frank,21
2019,Chase,21
2019,Brooks,21
2019,Beau,21
2019,Antonio,21
2019,River,20
2019,Kevin,20
2019,Hugo,20
2019,Kai,20
2019,Cheskel,20
2019,Elijah,20
2019,Emmett,20
2019,Shalom,20
2019,Martin,20
2019,Jaxon,20
2019,Eitan,19
2019,Blake,19
2019,Aharon,19
2019,Yisrael,19
2019,Philip,19
2019,Paul,19
2019,Tyler,19
2019,Shloma,19
2019,Shloime,19
2019,Moses,19
2019,Maximilian,19
2019,Jameson,19
2019,Grayson,19
2019,Grant,19
2019,Noam,18
2019,Maximus,18
2019,Mayer,18
2019,Ryder,18
2019,Gavriel,18
2019,Youssef,18
2019,Alan,18
2019,Graham,18
2019,Richard,18
2019,Remy,17
2019,Yousef,17
2019,Sonny,17
2019,Shea,17
2019,Rayan,17
2019,Pinchus,17
2019,Maxim,17
2019,Landon,17
2019,Israel,17
2019,Elimelech,17
2019,Binyomin,17
2019,Kieran,16
2019,Jayden,16
2019,Jace,16
2019,Santino,16
2019,Damian,16
2019,Shaul,16
2019,Berl,16
2019,Morris,16
2019,Sholom,16
2019,Efraim,16
2019,Hillel,15
2019,Griffin,15
2019,Abdulloh,15
2019,Chesky,15
2019,Zain,15
2019,Mohammed,15
2019,Lukas,15
2019,Elya,15
2019,Angelo,15
2019,Avi,15
2019,Bodhi,15
2019,Jesse,14
2019,Otto,14
2019,Archer,14
2019,Marco,14
2019,Bryce,14
2019,Yossi,14
2019,Axel,14
2019,Brayden,14
2019,Pierce,14
2019,Jaxson,14
2019,Jad,14
2019,Yitzchak,14
2019,Imran,13
2019,Selim,13
2019,Yida,13
2019,Yonah,13
2019,Yonatan,13
2019,Zayn,13
2019,Ahron,13
2019,Avrum,13
2019,Bennett,13
2019,Calvin,13
2019,Francis,13
2019,Frederick,13
2019,Ian,13
2019,Ibrohim,13
2019,Ivan,13
2019,Julien,13
2019,Kyle,13
2019,Malcolm,13
2019,Moishe,13
2019,Raymond,13
2019,Reid,13
2019,Spencer,13
2019,Xavier,13
2019,Hamza,12
2019,Rory,12
2019,Brian,12
2019,Jamie,12
2019,Rocco,12
2019,Brandon,12
2019,Cyrus,12
2019,Reuven,12
2019,Gregory,12
2019,Moishy,12
2019,Bradley,12
2019,Micah,12
2019,Hayden,12
2019,Ellis,12
2019,Zalmen,12
2019,Malek,12
2019,Stephen,12
2019,Enzo,12
2019,Ashton,12
2019,Eric,12
2019,Francesco,11
2019,Sean,11
2019,Shane,11
2019,Guy,11
2019,Idris,11
2019,Yidel,11
2019,Desmond,11
2019,Binyamin,11
2019,Abubakr,11
2019,Lincoln,11
2019,Meilech,11
2019,Younis,11
2019,Menashe,11
2019,Muhammad Ali,11
2019,Myles,11
2019,Duvid,11
2019,Scott,11
2019,Timothy,11
2019,Oskar,11
2019,Emerson,11
2019,Pinchas,11
2019,Laith,11
2019,Rhys,11
2019,Grey,10
2019,Devin,10
2019,Fishel,10
2019,Ezriel,10
2019,Jakob,10
2019,Leonard,10
2019,Dion,10
2019,Nachman,10
2019,Neil,10
2019,Noach,10
2019,Orion,10
2019,Otis,10
2019,Ralph,10
2019,Eden,10
2019,Tomas,10
2019,Tristan,10
2019,Viktor,10
2019,Walter,10
2019,Weston,10
2019,Yeshaya,10
2019,Ayden,10
2019,Avery,10
2019,Amrom,10
2018,Chloe,119
2018,Olivia,109
2018,Mia,83
2018,Sophia,80
2018,Emma,77
2018,Amelia,58
2018,Emily,52
2018,Evelyn,51
2018,Isabella,50
2018,Grace,50
2018,Ava,49
2018,Aria,47
2018,Bella,41
2018,Charlotte,39
2018,Arya,39
2018,Alina,38
2018,Hannah,37
2018,Ella,36
2018,Sarah,35
2018,Joanna,35
2018,Zoe,33
2018,Maya,31
2018,Alice,31
2018,Avery,31
2018,Inaaya,31
2018,Fatima,30
2018,Harper,30
2018,Claire,30
2018,Luna,29
2018,Abigail,27
2018,Stella,27
2018,Tenzin,27
2018,Sophie,26
2018,Audrey,26
2018,Anna,26
2018,Maryam,25
2018,Annie,25
2018,Ellie,25
2018,Hailey,25
2018,Victoria,24
2018,Sofia,24
2018,Anaya,24
2018,Zara,23
2018,Zoey,22
2018,Elena,22
2018,Penelope,21
2018,Aisha,21
2018,Iris,21
2018,Amy,20
2018,Alyssa,20
2018,Ariana,20
2018,Emilia,20
2018,Vivian,20
2018,Madison,19
2018,Ashley,19
2018,Riley,19
2018,Ivy,19
2018,Irene,19
2018,Serena,18
2018,Inaya,18
2018,Layla,18
2018,Kaylee,18
2018,Leah,18
2018,Celine,18
2018,Eva,18
