Date,Price
2009-04-06,9.14611
2009-04-07,8.907919
2009-04-08,8.991126
2009-04-09,9.251916
2009-04-13,9.391253
2009-04-14,9.162751
2009-04-15,9.425776
2009-04-16,9.655275
2009-04-17,9.742206
2009-04-20,9.420811
2009-04-21,9.474708
2009-04-22,9.53407
2009-04-23,9.554685
2009-04-24,9.673903
2009-04-27,9.585979
2009-04-28,9.530343
2009-04-29,9.723081
2009-04-30,9.834848
2009-05-01,9.778221
2009-05-04,9.984124
2009-05-05,10.009208
2009-05-06,10.02113
2009-05-07,9.850745
2009-05-08,10.117002
2009-05-11,10.133147
2009-05-12,9.910355
2009-05-13,9.675146
2009-05-14,9.624476
2009-05-15,9.686572
2009-05-18,9.856459
2009-05-19,9.907127
2009-05-20,9.864902
2009-05-21,9.848013
2009-05-22,9.773501
2009-05-26,10.043235
2009-05-27,10.07304
2009-05-28,10.193254
2009-05-29,10.362892
2009-06-01,10.594625
2009-06-02,10.640326
2009-06-03,10.721045
2009-06-04,10.935393
2009-06-05,11.035736
2009-06-08,10.897889
2009-06-09,10.81965
2009-06-10,10.744642
2009-06-11,10.655229
2009-06-12,10.551904
2009-06-15,10.351467
2009-06-16,10.332343
2009-06-17,10.311479
2009-06-18,10.284158
2009-06-19,10.433927
2009-06-22,10.117498
2009-06-23,10.07602
2009-06-24,10.165683
2009-06-25,10.326632
2009-06-26,10.563828
2009-06-29,10.534516
2009-06-30,10.471183
2009-07-01,10.406606
2009-07-02,10.145812
2009-07-06,10.173632
2009-07-07,9.851243
2009-07-08,9.996789
2009-07-09,10.193005
2009-07-10,10.292602
2009-07-13,10.538493
2009-07-14,10.548181
2009-07-15,10.882986
2009-07-16,10.993015
2009-07-17,10.686275
2009-07-20,10.684289
2009-07-21,10.627907
2009-07-22,10.622691
2009-07-23,10.862371
2009-07-24,11.095346
2009-07-27,11.047657
2009-07-28,10.924714
2009-07-29,10.835051
2009-07-30,11.068521
2009-07-31,11.004192
2009-08-03,11.231703
2009-08-04,11.269456
2009-08-05,11.205126
2009-08-06,11.185755
2009-08-07,11.353159
2009-08-10,11.340987
2009-08-11,11.274672
2009-08-12,11.389917
2009-08-13,11.481816
2009-08-14,11.425187
2009-08-17,11.049893
2009-08-18,11.059581
2009-08-19,11.027041
2009-08-20,11.435371
2009-08-21,11.555333
2009-08-24,11.642017
2009-08-25,11.707585
2009-08-26,11.623886
2009-08-27,11.5757
2009-08-28,11.543162
2009-08-31,11.466664
2009-09-01,11.319875
2009-09-02,11.251573
2009-09-03,11.363587
2009-09-04,11.457475
2009-09-08,11.390909
2009-09-09,11.52379
2009-09-10,11.696905
2009-09-11,11.726711
2009-09-14,11.800728
2009-09-15,11.860832
2009-09-16,12.127834
2009-09-17,12.213027
2009-09-18,12.20657
2009-09-21,12.344167
2009-09-22,12.395333
2009-09-23,12.38043
2009-09-24,12.338455
2009-09-25,12.231902
2009-09-28,12.38217
2009-09-29,12.38217
2009-09-30,12.315606
2009-10-01,12.100761
2009-10-02,12.035688
2009-10-05,12.133549
2009-10-06,12.387385
2009-10-07,12.854327
2009-10-08,12.770874
2009-10-09,12.822288
2009-10-12,13.01577
2009-10-13,13.067183
2009-10-14,13.295936
2009-10-15,13.161567
2009-10-16,13.656822
2009-10-19,13.712459
2009-10-20,13.703269
2009-10-21,13.68787
2009-10-22,13.762131
2009-10-23,13.752197
2009-10-26,13.765114
2009-10-27,13.618077
2009-10-28,13.419626
2009-10-29,13.686626
2009-10-30,13.315806
2009-11-02,13.262901
2009-11-03,13.344867
2009-11-04,13.420372
2009-11-05,13.627018
2009-11-06,13.68787
2009-11-09,13.971264
2009-11-10,14.076822
2009-11-11,14.171206
2009-11-12,14.103894
2009-11-13,14.208213
2009-11-16,14.313274
2009-11-17,14.343328
2009-11-18,14.322465
2009-11-19,14.231559
2009-11-20,14.156302
2009-11-23,14.464038
2009-11-24,14.482417
2009-11-25,14.548236
2009-11-27,14.399707
2009-11-30,14.480182
2009-12-01,14.650814
2009-12-02,14.592197
2009-12-03,14.548236
2009-12-04,14.530105
2009-12-07,14.560903
2009-12-08,14.580772
2009-12-09,14.629703
2009-12-10,14.691299
2009-12-11,14.666709
2009-12-14,14.796362
2009-12-15,14.732031
2009-12-16,14.846781
2009-12-17,14.751902
2009-12-18,14.813498
2009-12-21,14.869632
2009-12-22,14.930234
2009-12-23,15.192516
2009-12-24,15.361409
2009-12-28,15.470445
2009-12-29,15.384262
2009-12-30,15.46697
2009-12-31,15.398666
2010-01-04,15.566816
2010-01-05,15.498264
2010-01-06,15.107574
2010-01-07,14.755877
2010-01-08,14.952588
2010-01-11,14.929987
2010-01-12,14.665965
2010-01-13,14.581767
2010-01-14,14.650316
2010-01-15,14.40567
2010-01-19,14.59493
2010-01-20,14.415854
2010-01-21,14.479685
2010-01-22,13.660795
2010-01-25,13.412176
2010-01-26,13.472281
2010-01-27,13.464334
2010-01-28,13.270353
2010-01-29,13.162311
2010-02-01,13.238809
2010-02-02,13.191619
2010-02-03,13.432541
2010-02-04,13.083825
2010-02-05,13.195842
2010-02-08,13.249987
2010-02-09,13.323754
2010-02-10,13.274328
2010-02-11,13.32276
2010-02-12,13.241293
2010-02-16,13.444464
2010-02-17,13.367715
2010-02-18,13.492151
2010-02-19,13.431052
2010-02-22,13.48172
2010-02-23,13.289726
2010-02-24,13.200313
2010-02-25,13.075132
2010-02-26,13.084321
2010-03-01,13.230613
2010-03-02,13.438502
2010-03-03,13.544312
2010-03-04,13.774551
2010-03-05,14.013486
2010-03-08,13.970518
2010-03-09,13.913641
2010-03-10,14.317498
2010-03-11,14.433985
2010-03-12,14.394245
2010-03-15,13.987906
2010-03-16,14.038076
2010-03-17,14.047017
2010-03-18,14.067882
2010-03-19,13.908922
2010-03-22,13.846828
2010-03-23,13.635712
2010-03-24,13.842606
2010-03-25,13.980453
2010-03-26,13.975735
2010-03-29,13.969773
2010-03-30,14.075581
2010-03-31,14.085763
2010-04-01,14.127492
2010-04-05,14.182382
2010-04-06,14.113085
2010-04-07,13.996846
2010-04-08,14.094954
2010-04-09,14.063412
2010-04-12,14.225102
2010-04-13,14.573818
2010-04-14,14.629207
2010-04-15,14.785682
2010-04-16,13.664274
2010-04-19,13.663032
2010-04-20,13.785728
2010-04-21,13.767349
2010-04-22,13.587527
2010-04-23,13.536113
2010-04-26,13.204535
2010-04-27,13.140454
2010-04-28,13.143682
2010-04-29,13.213474
2010-04-30,13.057
2010-05-03,13.178703
2010-05-04,12.576895
2010-05-05,12.661094
2010-05-06,12.385646
2010-05-07,12.248296
2010-05-10,12.956409
2010-05-11,12.643457
2010-05-12,12.552554
2010-05-13,12.688911
2010-05-14,12.605705
2010-05-17,12.616634
2010-05-18,12.378194
2010-05-19,12.280336
2010-05-20,11.797996
2010-05-21,11.724476
2010-05-24,11.851395
2010-05-25,11.84916
2010-05-26,11.809421
2010-05-27,12.181732
2010-05-28,12.061767
2010-06-01,11.980798
2010-06-02,12.254008
2010-06-03,12.557769
2010-06-04,12.386889
2010-06-07,12.059036
2010-06-08,12.040657
2010-06-09,11.773405
2010-06-10,12.096043
2010-06-11,12.133051
2010-06-14,12.001164
2010-06-15,12.368758
2010-06-16,12.450224
2010-06-17,12.420668
2010-06-18,12.419425
2010-06-21,12.134541
2010-06-22,12.077167
2010-06-23,11.972848
2010-06-24,11.800229
2010-06-25,11.740125
2010-06-28,11.725223
2010-06-29,11.282619
2010-06-30,11.051384
2010-07-01,10.915772
2010-07-02,10.84275
2010-07-06,10.830829
2010-07-07,11.181779
2010-07-08,11.339746
2010-07-09,11.611218
2010-07-12,11.818361
2010-07-13,12.150437
2010-07-14,12.203588
2010-07-15,12.270153
2010-07-16,11.4155
2010-07-19,11.578681
2010-07-20,11.961424
2010-07-21,11.859838
2010-07-22,12.041402
2010-07-23,12.171798
2010-07-26,12.144725
2010-07-27,12.235629
2010-07-28,12.029975
2010-07-29,12.045871
2010-07-30,12.042393
2010-08-02,12.18049
2010-08-03,12.166084
2010-08-04,12.575653
2010-08-05,12.619864
2010-08-06,12.424144
2010-08-09,12.55156
2010-08-10,12.510827
2010-08-11,12.213524
2010-08-12,12.220229
2010-08-13,12.079651
2010-08-16,12.060775
2010-08-17,12.183222
2010-08-18,11.975333
2010-08-19,11.623139
2010-08-20,11.475357
2010-08-23,11.526274
2010-08-24,11.211338
2010-08-25,11.29156
2010-08-26,11.201153
2010-08-27,11.396126
2010-08-30,11.243626
2010-08-31,11.177309
2010-09-01,11.433381
2010-09-02,11.504169
2010-09-03,11.681009
2010-09-07,11.534472
2010-09-08,11.687965
2010-09-09,11.827054
2010-09-10,11.826058
2010-09-13,11.978314
2010-09-14,11.932613
2010-09-15,11.937829
2010-09-16,11.94826
2010-09-17,12.174033
2010-09-20,12.624333
2010-09-21,12.752992
2010-09-22,12.816079
2010-09-23,12.753488
2010-09-24,13.096492
2010-09-27,13.173985
2010-09-28,13.093511
2010-09-29,13.106425
2010-09-30,13.059237
2010-10-01,13.055016
2010-10-04,12.973796
2010-10-05,13.368213
2010-10-06,13.271843
2010-10-07,13.16405
2010-10-08,13.321518
2010-10-11,13.383364
2010-10-12,13.446698
2010-10-13,13.494138
2010-10-14,13.435274
2010-10-15,14.938431
2010-10-18,15.342286
2010-10-19,15.096893
2010-10-20,15.100618
2010-10-21,15.200217
2010-10-22,15.21363
2010-10-25,15.312233
2010-10-26,15.364392
2010-10-27,15.311488
2010-10-28,15.363894
2010-10-29,15.242689
2010-11-01,15.274978
2010-11-02,15.289881
2010-11-03,15.403633
2010-11-04,15.505219
2010-11-05,15.52534
2010-11-08,15.567312
2010-11-09,15.518881
2010-11-10,15.470696
2010-11-11,15.329372
2010-11-12,14.984131
2010-11-15,14.789903
2010-11-16,14.498064
2010-11-17,14.493841
2010-11-18,14.816978
2010-11-19,14.674659
2010-11-22,14.684344
2010-11-23,14.480431
2010-11-24,14.777485
2010-11-26,14.654043
2010-11-29,14.458076
2010-11-30,13.802371
2010-12-01,14.016965
2010-12-02,14.202499
2010-12-03,14.231808
2010-12-06,14.364935
2010-12-07,14.583009
2010-12-08,14.667455
2010-12-09,14.691299
2010-12-10,14.708933
2010-12-13,14.76879
2010-12-14,14.775994
2010-12-15,14.661495
2010-12-16,14.696515
2010-12-17,14.673913
2010-12-20,14.779719
2010-12-21,14.978666
2010-12-22,15.038772
2010-12-23,15.007477
2010-12-27,14.961532
2010-12-28,14.875591
2010-12-29,14.927255
2010-12-30,14.874103
2010-12-31,14.752647
2011-01-03,15.01046
2011-01-04,14.955071
2011-01-05,15.127691
2011-01-06,15.237721
2011-01-07,15.310741
2011-01-10,15.255355
2011-01-11,15.300061
2011-01-12,15.321424
2011-01-13,15.316953
2011-01-14,15.502985
2011-01-18,15.886723
2011-01-19,15.691004
2011-01-20,15.567312
2011-01-21,15.196242
2011-01-24,15.177614
2011-01-25,15.396928
2011-01-26,15.312233
2011-01-27,15.319436
2011-01-28,14.927007
2011-01-31,14.91136
2011-02-01,15.176621
2011-02-02,15.200463
2011-02-03,15.154516
2011-02-04,15.175132
2011-02-07,15.257343
2011-02-08,15.358926
2011-02-09,15.312233
2011-02-10,15.310741
2011-02-11,15.510931
2011-02-14,15.601587
2011-02-15,15.502237
2011-02-16,15.503978
2011-02-17,15.529808
2011-02-18,15.649525
2011-02-22,15.156007
2011-02-23,15.183576
2011-02-24,15.121482
2011-02-25,15.151783
2011-02-28,15.235238
2011-03-01,14.921293
2011-03-02,14.922039
2011-03-03,15.139861
2011-03-04,14.917816
2011-03-07,14.695272
2011-03-08,14.711416
2011-03-09,14.698006
2011-03-10,14.413121
2011-03-11,14.323955
2011-03-14,14.157047
2011-03-15,14.146368
2011-03-16,13.836892
2011-03-17,13.9427
2011-03-18,13.935249
2011-03-21,14.318737
2011-03-22,14.339105
2011-03-23,14.459318
2011-03-24,14.576799
2011-03-25,14.399212
2011-03-28,14.290423
2011-03-29,14.448638
2011-03-30,14.45137
2011-03-31,14.57357
2011-04-01,14.69875
2011-04-04,14.59642
2011-04-05,14.134694
2011-04-06,14.261115
2011-04-07,14.40567
2011-04-08,14.359968
2011-04-11,14.340347
2011-04-12,14.172447
2011-04-13,14.313274
2011-04-14,14.368663
2011-04-15,13.181187
2011-04-18,13.085316
2011-04-19,12.953429
2011-04-20,13.057745
2011-04-21,13.042099
2011-04-25,13.040856
2011-04-26,13.233841
2011-04-27,13.356539
2011-04-28,13.361755
2011-04-29,13.514008
2011-05-02,13.376408
2011-05-03,13.260418
2011-05-04,13.30761
2011-05-05,13.269857
2011-05-06,13.29544
2011-05-09,13.354551
2011-05-10,13.478244
2011-05-11,13.299165
2011-05-12,13.28923
2011-05-13,13.152624
2011-05-16,12.876184
2011-05-17,13.175227
2011-05-18,13.159082
2011-05-19,13.194848
2011-05-20,13.015523
2011-05-23,12.875441
2011-05-24,12.872211
2011-05-25,12.907231
2011-05-26,12.868982
2011-05-27,12.93778
2011-05-31,13.13946
2011-06-01,13.054518
2011-06-02,13.115618
2011-06-03,12.991926
2011-06-06,12.941757
2011-06-07,12.891335
2011-06-08,12.894812
2011-06-09,12.834209
2011-06-10,12.654884
2011-06-13,12.536161
2011-06-14,12.626571
2011-06-15,12.491951
2011-06-16,12.427872
2011-06-17,12.046616
2011-06-20,12.035688
2011-06-21,12.244818
2011-06-22,12.096043
2011-06-23,11.927397
2011-06-24,11.794765
2011-06-27,11.991478
2011-06-28,12.260964
2011-06-29,12.358325
2011-06-30,12.577143
2011-07-01,12.94101
2011-07-05,13.224404
2011-07-06,13.296929
2011-07-07,13.576102
2011-07-08,13.213227
2011-07-11,13.096244
2011-07-12,13.263401
2011-07-13,13.368957
2011-07-14,13.137474
2011-07-15,14.843302
2011-07-18,14.776738
2011-07-19,14.965753
2011-07-20,14.786922
2011-07-21,15.07603
2011-07-22,15.355202
2011-07-25,15.37383
2011-07-26,15.461753
2011-07-27,15.081742
2011-07-28,15.174138
2011-07-29,14.994067
2011-08-01,15.070565
2011-08-02,14.713654
2011-08-03,14.931478
2011-08-04,14.344072
2011-08-05,14.381824
2011-08-08,13.561695
2011-08-09,14.241991
2011-08-10,13.635959
2011-08-11,13.961825
2011-08-12,14.002559
2011-08-15,13.840123
2011-08-16,13.387338
2011-08-17,13.242039
2011-08-18,12.539887
2011-08-19,12.193158
2011-08-22,12.373226
2011-08-23,12.88612
2011-08-24,12.997144
2011-08-25,12.91642
2011-08-26,13.085812
2011-08-29,13.389323
2011-08-30,13.429561
2011-08-31,13.436019
2011-09-01,13.225894
2011-09-02,13.035641
2011-09-06,12.969574
2011-09-07,13.263896
2011-09-08,13.286994
2011-09-09,13.035889
2011-09-12,13.166782
2011-09-13,13.15188
2011-09-14,13.215215
2011-09-15,13.47576
2011-09-16,13.578089
2011-09-19,13.57784
2011-09-20,13.576846
2011-09-21,13.392303
2011-09-22,12.931821
2011-09-23,13.052281
2011-09-26,13.210744
2011-09-27,13.395782
2011-09-28,13.134991
2011-09-29,13.101707
2011-09-30,12.792235
2011-10-03,12.307409
2011-10-04,12.465871
2011-10-05,12.535417
2011-10-06,12.784039
2011-10-07,12.794221
2011-10-10,13.341885
2011-10-11,13.491157
2011-10-12,13.623293
2011-10-13,13.883836
2011-10-14,14.695769
2011-10-17,14.465528
2011-10-18,14.666709
2011-10-19,14.423056
2011-10-20,14.496821
2011-10-21,14.666214
2011-10-24,14.813498
2011-10-25,14.484156
2011-10-26,14.562394
2011-10-27,14.869384
2011-10-28,14.905894
2011-10-31,14.719613
2011-11-01,14.37214
2011-11-02,14.525386
2011-11-03,14.840322
2011-11-04,14.806544
2011-11-07,15.10931
2011-11-08,15.208911
2011-11-09,14.926011
2011-11-10,14.780217
2011-11-11,15.109809
2011-11-14,15.225302
2011-11-15,15.313723
2011-11-16,15.1873
2011-11-17,14.924026
2011-11-18,14.775248
2011-11-21,14.429017
2011-11-22,14.40567
2011-11-23,14.160027
2011-11-25,13.983434
2011-11-28,14.609088
2011-11-29,14.478444
2011-11-30,14.887265
2011-12-01,15.244427
2011-12-02,15.408106
2011-12-05,15.539495
2011-12-06,15.492801
2011-12-07,15.483362
2011-12-08,15.301056
2011-12-09,15.583457
2011-12-12,15.533037
2011-12-13,15.538998
2011-12-14,15.351229
2011-12-15,15.387738
2011-12-16,15.547194
2011-12-19,15.444615
2011-12-20,15.656728
2011-12-21,15.543717
2011-12-22,15.640084
2011-12-23,15.725528
2011-12-27,15.902121
2011-12-28,15.88846
2011-12-29,15.955521
2011-12-30,16.042448
2012-01-03,16.527027
2012-01-04,16.598312
2012-01-05,16.368069
2012-01-06,16.144781
2012-01-09,15.460263
2012-01-10,15.477154
2012-01-11,15.547194
2012-01-12,15.638597
2012-01-13,15.523102
2012-01-17,15.612269
2012-01-18,15.719815
2012-01-19,15.885231
2012-01-20,14.554445
2012-01-23,14.542771
2012-01-24,14.428768
2012-01-25,14.144629
2012-01-26,14.110106
2012-01-27,14.405173
2012-01-30,14.348297
2012-01-31,14.408401
2012-02-01,14.426283
2012-02-02,14.532589
2012-02-03,14.811264
2012-02-06,15.128187
2012-02-07,15.070565
2012-02-08,15.147064
2012-02-09,15.187053
2012-02-10,15.049207
2012-02-13,15.205432
2012-02-14,15.144831
2012-02-15,15.040511
2012-02-16,15.064356
2012-02-17,15.017662
2012-02-21,15.25014
2012-02-22,15.099625
2012-02-23,15.054174
2012-02-24,15.148306
2012-02-27,15.133652
2012-02-28,15.359176
2012-02-29,15.355699
2012-03-01,15.458772
2012-03-02,15.43021
2012-03-05,15.256349
2012-03-06,15.025609
2012-03-07,15.071311
2012-03-08,15.079757
2012-03-09,14.908624
2012-03-12,15.030331
2012-03-13,15.344024
2012-03-14,15.299565
2012-03-15,15.42723
2012-03-16,15.524344
2012-03-19,15.746389
2012-03-20,15.73422
2012-03-21,15.895414
2012-03-22,16.046179
2012-03-23,15.960238
2012-03-26,16.127642
2012-03-27,16.070272
2012-03-28,16.28735
2012-03-29,16.104795
2012-03-30,15.92671
2012-04-02,16.067785
2012-04-03,15.960983
2012-04-04,15.775449
2012-04-05,15.705159
2012-04-09,15.668401
2012-04-10,15.569547
2012-04-11,15.795568
2012-04-12,16.169371
2012-04-13,15.513416
2012-04-16,15.05318
2012-04-17,15.14011
2012-04-18,15.087454
2012-04-19,14.885029
2012-04-20,14.804558
2012-04-23,14.842807
2012-04-24,14.93396
2012-04-25,15.143835
2012-04-26,15.286652
2012-04-27,15.274479
2012-04-30,15.022878
2012-05-01,15.012446
2012-05-02,15.082736
2012-05-03,15.176124
2012-05-04,14.82716
2012-05-07,15.089939
2012-05-08,15.220086
2012-05-09,15.129678
2012-05-10,15.241696
2012-05-11,15.032314
2012-05-14,15.001765
2012-05-15,15.17836
2012-05-16,15.620961
2012-05-17,15.474917
2012-05-18,14.912352
2012-05-21,15.252871
2012-05-22,14.922286
2012-05-23,15.13738
2012-05-24,14.993322
2012-05-25,14.692044
2012-05-29,14.761838
2012-05-30,14.610081
2012-05-31,14.427028
2012-06-01,14.181636
2012-06-04,14.370647
2012-06-05,14.167479
2012-06-06,14.419827
2012-06-07,14.361706
2012-06-08,14.416845
2012-06-11,14.120041
2012-06-12,14.035592
2012-06-13,13.935995
2012-06-14,13.885327
2012-06-15,14.020939
2012-06-18,14.178408
2012-06-19,14.44367
2012-06-20,14.343824
2012-06-21,14.038324
2012-06-22,14.194055
2012-06-25,13.926309
2012-06-26,14.025161
2012-06-27,14.139911
2012-06-28,14.015971
2012-06-29,14.407408
2012-07-02,14.417343
2012-07-03,14.600145
2012-07-05,14.801081
2012-07-06,14.554197
2012-07-09,14.554942
2012-07-10,14.447893
2012-07-11,14.186852
2012-07-12,14.169217
2012-07-13,14.319236
2012-07-16,14.279495
2012-07-17,14.324451
2012-07-18,14.424546
2012-07-19,14.730045
2012-07-20,15.171158
2012-07-23,15.287643
2012-07-24,15.090435
2012-07-25,15.100867
2012-07-26,15.234243
2012-07-27,15.770731
2012-07-30,15.704663
2012-07-31,15.721305
2012-08-01,15.714103
2012-08-02,15.61649
2012-08-03,15.928943
2012-08-06,15.965954
2012-08-07,15.909323
2012-08-08,15.951298
2012-08-09,15.954278
2012-08-10,15.945584
2012-08-13,16.392906
2012-08-14,16.607748
2012-08-15,16.579931
2012-08-16,16.712315
2012-08-17,16.818371
2012-08-20,16.778633
2012-08-21,16.628862
2012-08-22,16.819363
2012-08-23,16.809931
2012-08-24,16.855377
2012-08-27,16.621662
2012-08-28,16.821104
2012-08-29,17.088352
2012-08-30,16.931131
2012-08-31,17.015827
2012-09-04,16.915236
2012-09-05,16.90729
2012-09-06,17.371248
2012-09-07,17.538902
2012-09-10,17.405279
2012-09-11,17.192173
2012-09-12,17.159636
2012-09-13,17.536171
2012-09-14,17.626579
2012-09-17,17.634029
2012-09-18,17.840179
2012-09-19,18.06918
2012-09-20,18.084581
2012-09-21,18.230373
2012-09-24,18.612625
2012-09-25,18.607159
2012-09-26,18.713957
2012-09-27,18.789463
2012-09-28,18.73979
2012-10-01,18.920605
2012-10-02,18.801636
2012-10-03,18.938486
2012-10-04,19.076336
2012-10-05,19.066401
2012-10-08,18.822746
2012-10-09,18.481232
2012-10-10,18.492907
2012-10-11,18.66478
2012-10-12,18.497623
2012-10-15,18.403988
2012-10-16,18.496384
2012-10-17,18.764378
2012-10-18,17.261965
2012-10-19,16.933865
2012-10-22,16.856373
2012-10-23,16.898096
2012-10-24,16.822344
2012-10-25,16.833765
2012-10-26,16.768942
2012-10-31,16.896856
2012-11-01,17.077921
2012-11-02,17.086121
2012-11-05,16.962923
2012-11-06,16.932127
2012-11-07,16.569502
2012-11-08,16.201162
2012-11-09,16.467915
2012-11-12,16.539196
2012-11-13,16.369062
2012-11-14,16.207619
2012-11-15,16.076231
2012-11-16,16.074242
2012-11-19,16.596573
2012-11-20,16.640287
2012-11-21,16.538452
2012-11-23,16.590611
2012-11-26,16.421223
2012-11-27,16.658665
2012-11-28,16.980556
2012-11-29,17.184725
2012-11-30,17.345667
2012-12-03,17.268177
2012-12-04,17.163363
2012-12-05,17.083632
2012-12-06,17.165846
2012-12-07,16.993969
2012-12-10,17.024025
2012-12-11,17.308662
2012-12-12,17.32555
2012-12-13,17.453215
2012-12-14,17.434834
2012-12-17,17.902273
2012-12-18,17.909475
2012-12-19,17.885633
2012-12-20,17.941517
2012-12-21,17.774357
2012-12-24,17.622108
2012-12-26,17.606457
2012-12-27,17.542379
2012-12-28,17.386402
2012-12-31,17.569452
2013-01-02,17.963619
2013-01-03,17.974054
2013-01-04,18.329226
2013-01-07,18.249252
2013-01-08,18.213236
2013-01-09,18.332952
2013-01-10,18.416405
2013-01-11,18.3794
2013-01-14,17.963619
2013-01-15,18.005348
2013-01-16,17.763432
2013-01-17,17.667311
2013-01-18,17.498171
2013-01-22,17.457436
2013-01-23,18.416903
2013-01-24,18.732586
2013-01-25,18.719173
2013-01-28,18.646149
2013-01-29,18.719423
2013-01-30,18.723148
2013-01-31,18.769346
2013-02-01,19.263857
2013-02-04,18.852053
2013-02-05,19.018963
2013-02-06,19.12899
2013-02-07,19.222874
2013-02-08,19.506517
2013-02-11,19.433247
2013-02-12,19.390526
2013-02-13,19.444178
2013-02-14,19.567371
2013-02-15,19.693293
2013-02-19,20.040026
2013-02-20,19.682611
2013-02-21,19.758865
2013-02-22,19.862688
2013-02-25,19.64064
2013-02-26,19.624744
2013-02-27,19.864426
2013-02-28,19.899693
2013-03-01,20.023634
2013-03-04,20.403891
2013-03-05,20.828609
2013-03-06,20.649284
2013-03-07,20.679588
2013-03-08,20.652763
2013-03-11,20.734726
2013-03-12,20.555649
2013-03-13,20.498522
2013-03-14,20.404888
2013-03-15,20.225063
2013-03-18,20.063374
2013-03-19,20.151049
2013-03-20,20.235245
2013-03-21,20.149555
2013-03-22,20.125963
2013-03-25,20.109318
2013-03-26,20.178368
2013-03-27,19.935957
2013-03-28,19.725582
2013-04-01,19.899445
2013-04-02,20.193769
2013-04-03,20.023878
2013-04-04,19.74744
2013-04-05,19.448896
2013-04-08,19.24523
2013-04-09,19.314774
2013-04-10,19.625986
2013-04-11,19.631203
2013-04-12,19.622757
2013-04-15,19.42108
2013-04-16,19.705217
2013-04-17,19.436728
2013-04-18,19.023184
2013-04-19,19.866659
2013-04-22,19.872623
2013-04-23,20.066105
2013-04-24,20.203949
2013-04-25,20.095911
2013-04-26,19.905157
2013-04-29,20.343288
2013-04-30,20.480141
2013-05-01,20.377316
2013-05-02,20.605326
2013-05-03,21.005451
2013-05-06,21.398628
2013-05-07,21.29133
2013-05-08,21.698662
2013-05-09,21.645266
2013-05-10,21.862593
2013-05-13,21.79553
2013-05-14,22.033222
2013-05-15,22.748291
2013-05-16,22.449745
2013-05-17,22.581631
2013-05-20,22.565489
2013-05-21,22.526743
2013-05-22,22.090845
2013-05-23,21.926172
2013-05-24,21.690964
2013-05-28,21.888422
2013-05-29,21.566526
2013-05-30,21.627378
2013-05-31,21.638805
2013-06-03,21.549637
2013-06-04,21.337776
2013-06-05,21.35268
2013-06-06,21.475376
2013-06-07,21.85017
2013-06-10,22.110718
2013-06-11,21.852161
2013-06-12,21.657681
2013-06-13,21.782366
2013-06-14,21.733683
2013-06-17,22.01211
2013-06-18,22.369024
2013-06-19,22.370512
2013-06-20,21.974607
2013-06-21,21.879976
2013-06-24,21.603289
2013-06-25,21.514124
2013-06-26,21.69916
2013-06-27,21.784105
2013-06-28,21.866068
2013-07-01,22.052595
2013-07-02,21.914251
2013-07-03,22.016582
2013-07-05,22.191935
2013-07-08,22.480049
2013-07-09,22.483774
2013-07-10,22.502399
2013-07-11,22.856335
2013-07-12,22.924885
2013-07-15,22.96686
2013-07-16,22.840687
2013-07-17,22.81436
2013-07-18,22.618887
2013-07-19,22.269176
2013-07-22,22.619385
2013-07-23,22.448008
2013-07-24,22.425652
2013-07-25,22.048124
2013-07-26,21.989759
2013-07-29,21.91326
2013-07-30,22.128105
2013-07-31,22.049366
2013-08-01,22.458439
2013-08-02,22.516808
2013-08-05,22.477812
2013-08-06,22.268433
2013-08-07,22.121399
2013-08-08,22.171318
2013-08-09,22.115435
2013-08-12,21.993731
2013-08-13,21.887922
2013-08-14,21.603788
2013-08-15,21.351686
2013-08-16,21.283384
2013-08-19,21.500463
2013-08-20,21.494751
2013-08-21,21.591862
2013-08-22,21.700649
2013-08-23,21.613722
2013-08-26,21.518839
2013-08-27,21.115482
2013-08-28,21.075741
2013-08-29,21.246624
2013-08-30,21.03476
2013-09-03,21.369568
2013-09-04,21.648987
2013-09-05,21.845951
2013-09-06,21.846449
2013-09-09,22.056816
2013-09-10,22.072216
2013-09-11,22.258991
2013-09-12,22.181253
2013-09-13,22.08215
2013-09-16,22.049616
2013-09-17,22.008636
2013-09-18,22.436085
2013-09-19,22.313637
2013-09-20,22.43087
2013-09-23,22.01832
2013-09-24,22.026764
2013-09-25,21.788078
2013-09-26,21.811424
2013-09-27,21.767218
2013-09-30,21.755293
2013-10-01,22.030739
2013-10-02,22.055328
2013-10-03,21.75976
2013-10-04,21.666876
2013-10-07,21.502697
2013-10-08,21.202909
2013-10-09,21.257303
2013-10-10,21.564791
2013-10-11,21.657928
2013-10-14,21.76026
2013-10-15,21.906801
2013-10-16,22.304695
2013-10-17,22.075201
2013-10-18,25.120754
2013-10-21,24.919325
2013-10-22,25.011223
2013-10-23,25.617504
2013-10-24,25.471954
2013-10-25,25.214888
2013-10-28,25.209923
2013-10-29,25.737467
2013-10-30,25.592911
2013-10-31,25.596888
2013-11-01,25.508963
2013-11-04,25.485865
2013-11-05,25.371862
2013-11-06,25.402411
2013-11-07,25.034821
2013-11-08,25.235506
2013-11-11,25.100388
2013-11-12,25.129942
2013-11-13,25.643831
2013-11-14,25.712381
2013-11-15,25.670902
2013-11-18,25.620977
2013-11-19,25.463263
